YRS_WORK,YRS_ADDRESS,INCOME,CREDIT_DEBT,OTHER_DEBT,DEFAULT,DEBT_INCOME_RECALC,EDUCATION_ORDINAL
0.15555555555555556,0.07142857142857142,0.02999062792877226,0.0828698553948832,0.08819738538022462,0,0.4334975369458129,2
0.7555555555555555,0.6071428571428571,0.09746954076850983,0.14015572858731923,0.2207696556803535,0,0.3596059113300493,5
0.4444444444444445,0.42857142857142855,0.04592314901593252,0.02864293659621802,0.03461609280058921,0,0.11576354679802958,1
0.24444444444444446,0.10714285714285714,0.014058106841611998,0.04838709677419355,0.1390167556619407,0,0.8472906403940887,1
0.044444444444444446,0.07142857142857142,0.016869728209934397,0.020856507230255842,0.10955625115080095,1,0.5492610837438424,1
0.044444444444444446,0.14285714285714285,0.024367385192127465,0.026140155728587317,0.06554962253728594,1,0.29064039408867,3
0.08888888888888889,0.07142857142857142,0.016869728209934397,0.0289210233592881,0.06002577794144724,0,0.3522167487684729,1
0.6444444444444445,0.5,0.16588566073102157,0.09315906562847608,0.11194991714233105,0,0.12068965517241381,4
0.0,0.0,0.010309278350515464,0.008342602892102336,0.010679432885288158,0,0.09359605911330052,3
0.7333333333333334,0.46428571428571425,0.07872539831302718,0.185761957730812,0.18596943472656965,0,0.42857142857142866,1
0.08888888888888889,0.10714285714285714,0.0253045923149016,0.06618464961067853,0.03185417050266986,1,0.25862068965517243,4
0.15555555555555556,0.25,0.1049671977507029,0.264460511679644,0.26054133677039215,0,0.4679802955665026,5
0.0,0.0,0.021555763823805064,0.004449388209121246,0.021727122076965567,0,0.09359605911330052,2
0.2,0.46428571428571425,0.02717900656044986,0.06451612903225806,0.05726385564352789,0,0.3251231527093597,1
0.0,0.0,0.002811621368322399,0.022803114571746386,0.004971460136254833,1,0.17980295566502466,2
0.0,0.0,0.041237113402061855,0.05088987764182425,0.12778493831706866,1,0.3842364532019705,2
0.0,0.0,0.013120899718837864,0.016129032258064516,0.016755661940710737,1,0.1403940886699508,2
0.6,0.75,0.10590440487347703,0.0803670745272525,0.14196280611305467,0,0.20689655172413798,2
0.022222222222222223,0.03571428571428571,0.026241799437675732,0.04199110122358176,0.027803351132388143,1,0.1847290640394089,2
0.17777777777777778,0.10714285714285714,0.02343017806935333,0.026140155728587317,0.03885104032406555,0,0.20197044334975375,1
0.17777777777777778,0.3571428571428571,0.029053420805998126,0.009733036707452724,0.041428834468790275,0,0.1477832512315271,3
0.37777777777777777,0.39285714285714285,0.08528584817244611,0.289210233592881,0.060394034247836494,1,0.3251231527093597,4
0.35555555555555557,0.39285714285714285,0.041237113402061855,0.02474972191323693,0.018412815319462345,0,0.08128078817733993,2
0.0,0.07142857142857142,0.0993439550140581,0.00778642936596218,0.13349291106610198,0,0.15517241379310348,4
0.022222222222222223,0.14285714285714285,0.04311152764761012,0.06562847608453838,0.12078806849567297,1,0.3768472906403942,5
0.33333333333333337,0.3571428571428571,0.04967197750702906,0.03587319243604004,0.03572086171975695,0,0.12068965517241381,3
0.5111111111111112,0.5,0.031865042174320526,0.023081201334816462,0.08341005339716441,0,0.2857142857142858,2
0.0,0.07142857142857142,0.028116213683223992,0.043659621802002224,0.02246363468974406,0,0.16256157635467985,4
0.0,0.0,0.006560449859418933,0.008620689655172414,0.012152458110845147,1,0.12561576354679807,2
0.0,0.0,0.008434864104967197,0.007508342602892103,0.0023936659915301047,1,0.04679802955665026,2
0.06666666666666667,0.42857142857142855,0.010309278350515464,0.00389321468298109,0.04198121892837415,1,0.25862068965517243,1
0.06666666666666667,0.42857142857142855,0.059981255857544526,0.019744160177975527,0.05928926532866875,1,0.12561576354679807,2
0.044444444444444446,0.10714285714285714,0.030927835051546393,0.01835372636262514,0.012336586264039771,0,0.07142857142857145,4
0.0,0.07142857142857142,0.02717900656044986,0.021690767519466074,0.04879396059657522,0,0.20443349753694587,4
0.2,0.39285714285714285,0.033739456419868794,0.0978865406006674,0.02504142883446879,0,0.24876847290640397,5
0.17777777777777778,0.3214285714285714,0.23149015932521086,0.04282536151279199,0.3146750138096115,0,0.1748768472906404,4
0.33333333333333337,0.21428571428571427,0.031865042174320526,0.022525027808676306,0.07457190204382248,0,0.25862068965517243,2
0.0,0.0,0.004686035613870666,0.03781979977753059,0.029644632664334376,1,0.4310344827586207,3
0.7555555555555555,0.5714285714285714,0.12933458294283037,0.020022246941045607,0.25980482415761363,0,0.24137931034482765,3
0.13333333333333333,0.14285714285714285,0.021555763823805064,0.0052836484983314795,0.01749217455348923,1,0.07881773399014781,2
0.0,0.0,0.011246485473289597,0.007508342602892103,0.01767630270668385,1,0.12561576354679807,3
0.5333333333333333,0.6428571428571428,0.054358013120899724,0.06368186874304782,0.04511139753268274,0,0.16502463054187197,4
0.3111111111111111,0.6785714285714285,0.051546391752577324,0.029199110122358176,0.055422574111581656,0,0.1477832512315271,2
0.11111111111111112,0.25,0.01218369259606373,0.011679644048943269,0.023200147302522556,0,0.16502463054187197,3
0.08888888888888889,0.07142857142857142,0.010309278350515464,0.004449388209121246,0.025962069600441905,0,0.16748768472906408,1
0.0,0.0,0.014995313964386128,0.04755283648498331,0.06720677591603755,1,0.4704433497536947,4
0.022222222222222223,0.10714285714285714,0.006560449859418933,0.06479421579532814,0.05689559933713865,1,0.7019704433497537,2
0.5111111111111112,0.3571428571428571,0.13214620431115276,0.05867630700778643,0.08746087276744613,0,0.10837438423645322,3
0.0,0.03571428571428571,0.021555763823805064,0.003337041156840934,0.05984164978825262,1,0.23645320197044342,3
0.0,0.03571428571428571,0.01780693533270853,0.036151279199110126,0.10568955993371384,1,0.5591133004926109,4
0.17777777777777778,0.2857142857142857,0.021555763823805064,0.10483870967741934,0.10034984349106978,0,0.6477832512315272,3
0.35555555555555557,0.39285714285714285,0.03467666354264293,0.015294771968854284,0.07714969618854722,0,0.23645320197044342,2
0.11111111111111112,0.6428571428571428,0.022492970946579198,0.03865406006674082,0.03903516847726017,0,0.23891625615763554,1
